,edad,AniosDireccion,Gastocoche,Aniosempleo,Aniosresiden,ingres
5619,26,2,10.700000000000001,4,1,22
464,48,26,25.700000000000003,9,2,48
4076,35,10,14.8,1,3,30
1238,26,6,12.9,0,2,26
377,35,15,20.5,10,3,43
384,57,33,50.300000000000004,15,1,102
4391,61,38,77.1,39,1,489
403,47,16,13.9,5,1,28
2069,41,6,12.9,1,1,26
5576,72,47,4.9,1,1,10
1332,52,13,56.6,2,3,112
2805,36,13,22.400000000000002,11,3,44
5203,36,9,20.5,10,1,42
818,64,6,23.1,11,1,47
3410,54,18,26.1,19,1,52
4127,39,19,17.400000000000002,12,1,34
5442,55,30,13.5,2,1,27
970,24,5,15.200000000000001,1,4,31
4588,47,25,25.0,11,1,52
1202,49,20,50.400000000000006,17,2,104
3172,51,28,35.6,19,2,70
4804,43,8,20.6,4,2,41
5716,30,2,10.600000000000001,2,6,21
2284,42,20,21.900000000000002,7,3,44
570,64,3,5.6000000000000005,31,1,11
2176,55,15,31.700000000000003,3,4,64
3988,39,0,12.0,1,6,24
4574,61,37,77.5,38,1,469
5493,39,10,34.6,11,1,70
795,54,14,87.60000000000001,32,3,177
3671,62,6,93.60000000000001,42,3,188
4004,67,1,7.0,30,2,14
238,48,11,32.2,23,2,64
435,41,15,48.2,10,1,94
1463,45,15,24.8,0,3,47
988,40,4,22.400000000000002,10,1,45
3847,57,19,74.4,26,3,304
3709,35,9,25.400000000000002,14,2,51
994,30,6,15.3,2,1,31
1547,29,9,11.8,2,7,24
1907,44,3,48.300000000000004,9,1,96
5685,53,7,79.7,27,1,459
4407,38,11,12.5,1,1,25
4252,27,4,11.200000000000001,3,4,23
258,52,16,39.7,31,4,80
371,56,26,28.8,22,2,58
3133,41,1,14.4,2,4,29
5600,27,2,15.700000000000001,5,2,30
1109,34,10,10.9,2,5,22
137,50,2,21.3,5,1,43
4371,24,4,12.8,2,1,25
5077,51,13,22.6,6,2,46
3809,28,9,23.900000000000002,0,2,47
3251,34,2,24.0,6,1,46
3592,22,1,13.8,1,4,28
5209,45,26,65.9,17,2,215
5495,49,13,74.0,20,1,273
431,56,28,46.7,18,5,95
5588,43,20,38.5,4,4,78
4444,42,0,79.0,16,4,160
2836,56,7,17.8,6,1,35
4731,77,3,22.200000000000003,17,2,46
4855,65,38,37.2,11,1,74
2996,71,50,34.800000000000004,21,1,69
1315,49,20,32.300000000000004,17,1,66
3502,44,18,13.600000000000001,2,2,27
2132,43,17,9.1,3,2,18
5236,63,14,15.200000000000001,2,2,31
3513,47,8,17.6,13,4,36
1100,39,2,32.2,14,3,65
4183,56,19,8.4,17,3,17
3370,38,4,16.7,12,4,33
5110,52,14,49.900000000000006,21,2,98
2125,41,13,67.9,20,4,204
4063,36,1,25.8,6,1,51
4402,54,31,15.5,11,3,31
1465,35,5,15.4,10,6,31
714,54,21,26.700000000000003,11,1,53
1041,26,2,30.1,1,6,60
543,44,23,91.10000000000001,9,1,179
809,45,21,42.1,21,1,86
3708,28,5,12.200000000000001,1,1,25
2007,28,8,18.3,6,3,37
834,59,35,15.9,0,2,32
100,60,19,5.5,5,1,11
3115,31,9,15.9,3,1,32
3933,46,15,32.0,14,2,63
4360,53,19,33.9,22,3,68
1191,38,7,60.0,17,1,118
2621,27,4,13.3,3,4,28
5527,37,14,17.6,1,2,36
2832,33,13,15.4,1,6,30
5001,44,10,16.6,6,2,34
4748,26,0,13.9,6,1,29
777,51,32,74.6,28,1,203
5703,32,4,31.1,7,3,63
1197,34,13,21.5,9,2,41
2993,31,10,22.6,10,2,45
5333,31,12,15.3,2,5,30
2359,28,5,21.5,6,5,41
1966,41,0,11.600000000000001,4,1,23
2859,49,12,47.300000000000004,7,3,99
4755,32,13,13.0,8,6,27
2583,51,15,62.6,30,1,126
5515,43,10,19.6,2,4,39
1626,66,24,14.3,1,1,30
2495,48,7,59.0,19,2,117
2372,43,17,32.2,5,2,63
4582,50,15,78.4,25,7,291
3769,60,1,76.5,21,2,269
4355,37,14,29.8,13,1,60
2038,30,10,9.9,1,4,20
358,25,5,21.0,0,4,42
5035,63,13,11.200000000000001,30,2,22
5278,25,2,15.600000000000001,2,3,30
1092,48,0,13.8,3,5,28
4281,36,3,20.200000000000003,0,2,43
5185,26,3,10.0,9,1,20
219,22,1,10.9,2,4,22
4553,31,9,8.6,2,1,17
841,46,24,91.7,24,3,182
2947,51,23,55.1,30,5,111
2938,44,19,12.200000000000001,12,5,24
4646,39,3,15.3,4,1,30
82,42,3,28.5,18,1,58
198,54,32,75.4,27,3,150
4144,26,5,10.100000000000001,0,5,20
5095,42,5,24.400000000000002,11,2,51
1252,21,0,9.0,0,4,18
2974,61,11,68.6,40,3,209
5195,32,6,15.100000000000001,7,5,31
682,42,16,13.700000000000001,8,2,27
4029,22,2,10.700000000000001,0,7,21
5121,45,23,20.700000000000003,3,4,41
4783,51,26,23.5,13,4,46
2687,44,5,18.7,1,5,37
2694,32,0,13.4,2,1,26
3870,40,6,42.400000000000006,15,1,85
1017,25,5,10.0,1,4,20
3225,29,4,10.9,0,1,22
205,39,3,42.6,15,4,84
4153,64,21,5.5,5,1,11
2270,66,16,4.9,7,2,10
3724,40,1,42.2,12,1,86
5201,44,8,23.200000000000003,7,3,48
2213,31,9,17.900000000000002,11,2,36
2789,64,18,4.9,6,1,10
2790,28,6,24.8,2,3,50
387,54,13,74.4,25,6,152
4056,62,32,48.300000000000004,22,1,96
1863,50,31,19.1,10,4,38
4441,26,4,12.600000000000001,0,3,26
70,36,8,50.800000000000004,8,3,101
4126,45,23,21.6,0,1,45
2744,33,11,17.3,9,3,35
2260,48,5,24.0,13,1,49
2279,31,12,8.3,4,4,17
3662,46,6,95.5,18,4,191
3527,38,15,34.0,7,3,70
2609,45,4,9.9,2,1,20
1755,28,9,21.6,9,1,42
2946,48,1,92.80000000000001,9,2,184
5599,52,14,76.7,36,1,241
5271,25,3,8.700000000000001,0,4,18
3476,32,2,10.600000000000001,0,6,21
1185,54,5,25.0,1,2,50
805,20,1,10.700000000000001,0,1,21
5252,20,0,6.9,0,3,14
4396,33,2,9.5,2,2,19
5276,58,11,28.200000000000003,22,2,56
660,50,16,78.0,15,2,346
5598,47,23,96.30000000000001,27,1,194
5692,52,20,74.9,35,1,272
2519,44,1,12.600000000000001,14,1,25
1329,39,15,21.3,13,3,44
1395,50,22,15.9,7,1,31
465,28,3,12.3,2,3,25
262,51,17,30.200000000000003,7,2,60
3772,64,24,12.200000000000001,11,2,25
3011,63,35,15.4,3,1,31
5320,76,36,4.9,54,2,10
2675,27,4,6.800000000000001,0,3,14
2331,57,27,15.100000000000001,6,1,30
2778,33,10,17.3,2,5,35
2959,37,1,24.0,9,4,49
2945,48,24,57.5,22,4,114
5448,29,8,15.100000000000001,0,4,29
1638,37,2,16.7,1,2,33
3479,56,5,8.0,15,3,16
4479,39,0,18.7,17,2,37
3818,54,25,92.5,32,1,183
1803,54,15,33.9,23,1,68
3448,27,2,11.200000000000001,0,4,22
5238,41,17,16.6,0,4,34
175,33,14,13.600000000000001,10,2,26
2244,42,18,15.0,5,2,31
3878,35,9,14.100000000000001,11,2,28
3349,57,2,9.5,25,2,19
11,39,13,43.300000000000004,16,2,86
1731,26,6,11.600000000000001,1,5,24
57,30,0,13.4,0,1,27
2088,34,8,27.700000000000003,11,1,57
1309,41,6,19.0,20,1,41
5191,41,6,16.1,4,4,33
3744,31,3,32.0,6,1,62
2428,39,2,30.900000000000002,5,1,62
600,46,0,57.5,13,5,114
220,38,14,16.5,5,1,33
2068,40,8,33.6,23,1,69
2154,24,1,12.100000000000001,2,1,25
774,29,7,13.700000000000001,2,4,27
3613,33,4,18.2,7,1,37
3353,62,8,73.4,31,2,266
5143,48,12,60.800000000000004,0,1,123
3731,41,4,28.700000000000003,13,2,57
2402,36,7,56.0,4,2,109
4824,50,28,48.1,11,1,97
2576,31,0,11.600000000000001,2,5,24
5218,30,2,18.900000000000002,9,6,38
3185,27,5,19.700000000000003,6,1,39
4050,39,17,20.700000000000003,4,2,41
4378,35,3,19.3,9,1,39
1644,39,9,27.1,12,2,55
5334,34,10,17.0,2,2,33
3471,55,11,10.600000000000001,6,2,21
2630,31,4,11.9,2,1,23
5367,52,1,77.5,25,2,258
1377,28,1,12.100000000000001,1,5,24
4018,29,4,10.5,2,2,21
165,49,22,12.0,0,3,24
979,46,3,27.200000000000003,6,4,55
1591,34,11,19.3,8,5,39
5323,51,25,32.2,21,2,64
202,50,15,50.300000000000004,31,2,102
5161,28,9,17.3,4,4,35
4917,42,16,34.5,9,1,70
856,44,3,15.9,0,1,32
1912,40,17,15.600000000000001,0,1,31
4798,25,3,9.600000000000001,9,3,20
5571,49,29,43.300000000000004,2,2,86
5526,40,1,12.600000000000001,2,1,25
4881,72,29,7.9,23,1,16
4805,41,7,13.600000000000001,11,2,28
3631,43,22,19.1,15,3,40
3074,48,12,51.1,27,4,102
3404,52,12,92.80000000000001,33,2,188
3091,39,6,69.9,10,4,139
3083,65,3,70.8,23,2,138
426,52,11,36.6,19,2,73
1733,23,4,16.0,4,3,32
1464,43,8,11.5,5,3,23
3103,56,7,48.900000000000006,27,1,98
4618,41,19,33.4,15,1,65
2716,42,23,21.200000000000003,12,6,41
745,54,27,69.6,29,4,416
2604,55,24,29.200000000000003,22,5,58
3835,35,9,15.9,9,1,31
4442,47,5,39.2,10,1,77
3836,47,1,13.8,2,4,27
4228,49,20,84.80000000000001,27,1,169
998,38,7,33.4,12,4,68
2314,62,20,5.5,34,2,11
963,36,7,10.200000000000001,1,1,20
490,42,9,54.7,20,1,109
2791,35,9,20.200000000000003,4,1,42
3338,38,5,34.0,8,5,68
5523,32,5,7.9,0,1,16
1536,30,1,11.8,2,2,23
2303,38,19,9.4,0,1,19
5695,45,25,34.4,14,3,69
5604,48,3,39.300000000000004,9,3,79
1934,35,10,14.5,1,4,29
256,45,17,66.3,20,2,132
3900,35,16,28.400000000000002,11,1,57
1955,29,8,14.8,2,1,30
2915,42,5,31.200000000000003,9,2,61
3389,47,15,23.6,18,2,47
1954,64,33,25.0,25,5,50
1989,26,0,24.700000000000003,2,3,47
4654,24,0,10.5,3,2,21
1236,20,1,7.9,0,3,16
2659,26,1,15.700000000000001,8,1,31
169,38,16,12.5,1,1,25
1776,48,1,31.900000000000002,14,2,63
5559,55,17,29.700000000000003,14,1,60
1505,47,6,18.6,6,2,37
4201,40,1,13.4,2,1,27
5232,38,7,25.700000000000003,16,3,53
1222,23,2,13.600000000000001,0,5,28
356,59,35,7.4,41,2,15
1986,22,2,9.4,1,3,19
3765,56,29,66.7,35,1,353
4259,56,9,23.6,20,2,47
12,46,27,27.700000000000003,12,6,56
599,41,5,13.100000000000001,1,1,26
1088,43,9,44.2,22,2,89
5360,47,26,24.200000000000003,12,1,48
4695,27,3,13.700000000000001,9,1,28
3351,64,10,26.700000000000003,1,1,56
5146,33,13,28.5,16,3,57
3096,43,22,21.1,5,3,42
4564,30,10,23.700000000000003,5,1,48
536,24,0,14.0,1,5,28
5659,44,5,80.10000000000001,25,4,161
548,53,29,19.900000000000002,9,2,41
4632,58,30,61.900000000000006,34,2,125
2100,30,0,23.5,3,4,44
4175,43,12,32.9,15,2,68
4631,27,6,16.1,8,4,32
3440,58,35,76.9,38,1,151
2518,30,3,12.3,6,1,25
1487,29,2,18.8,2,2,38
4019,27,0,12.9,2,1,26
4111,31,4,11.200000000000001,4,1,22
2093,39,2,30.8,21,1,63
4087,51,0,68.0,24,2,206
985,24,1,7.800000000000001,0,4,16
3967,49,12,26.5,20,1,54
1154,20,0,9.4,0,4,19
3406,53,5,22.900000000000002,12,1,47
4142,46,1,23.700000000000003,13,2,47
4395,52,29,69.7,24,1,259
5283,42,8,16.1,1,5,33
1508,39,3,70.60000000000001,12,4,144
3902,45,19,10.600000000000001,5,1,21
2469,44,2,62.6,22,3,126
5264,43,3,35.5,12,1,72
3313,37,17,83.60000000000001,12,5,166
1635,30,4,31.1,10,5,61
848,47,5,22.900000000000002,25,1,45
5584,44,0,48.800000000000004,20,2,99
5028,30,0,31.8,6,1,63
2529,27,6,9.3,0,1,19
853,47,20,66.2,26,1,134
5091,72,38,4.9,1,3,10
4792,44,16,43.400000000000006,0,1,86
540,18,0,9.1,0,1,18
3794,54,35,45.400000000000006,12,1,88
1207,36,11,10.700000000000001,1,2,22
5562,69,48,10.100000000000001,7,2,20
4157,38,2,21.900000000000002,5,1,43
3472,40,2,11.100000000000001,0,1,22
1597,58,8,42.300000000000004,14,2,85
243,47,5,23.0,14,2,46
2573,30,11,20.3,4,1,42
5190,39,14,28.3,9,1,60
3343,30,2,9.3,6,5,19
4683,54,9,76.9,25,2,236
4675,53,29,25.0,15,2,49
4492,35,1,17.6,9,2,34
3235,36,2,23.0,9,1,48
1072,46,7,17.2,7,4,34
4628,43,18,43.900000000000006,15,1,87
3751,36,8,12.8,4,1,25
2328,43,9,65.2,10,1,130
4493,51,22,11.5,5,1,24
820,21,2,8.9,0,8,18
1062,32,7,18.5,6,2,37
3124,44,18,18.1,5,2,37
3447,57,14,12.600000000000001,4,2,26
2077,42,22,24.900000000000002,13,4,51
5633,57,29,99.7,37,1,204
1028,48,6,19.700000000000003,0,2,39
2729,41,21,14.100000000000001,11,6,29
5549,65,5,77.2,41,2,227
253,31,2,15.8,9,3,32
5518,31,2,34.0,10,1,68
844,63,39,77.3,24,2,307
5253,20,0,10.4,0,5,20
1648,36,3,15.200000000000001,4,3,31
2511,36,12,40.900000000000006,4,2,82
4682,26,0,7.4,0,2,15
1239,44,5,15.3,9,4,31
5325,58,8,13.5,29,2,28
2421,31,0,8.8,2,1,18
5699,37,7,39.400000000000006,14,2,76
2910,34,14,36.5,13,2,73
2427,40,7,26.0,9,4,51
5106,54,19,36.9,14,2,73
1953,72,6,29.8,41,2,61
5298,44,5,19.200000000000003,17,6,39
2058,41,16,85.5,18,6,239
97,42,4,29.1,2,2,59
2079,27,4,12.700000000000001,0,4,25
2690,30,3,10.9,0,4,22
2122,26,0,19.5,3,1,39
3382,30,10,17.8,1,3,36
2743,27,1,13.4,1,4,26
5720,50,19,21.400000000000002,10,2,45
3907,43,3,43.2,10,1,86
4495,34,15,13.200000000000001,11,1,27
2607,27,1,17.8,5,4,34
4214,44,13,57.300000000000004,18,1,115
10,59,7,55.6,19,1,112
1502,49,0,46.300000000000004,1,4,92
2087,34,12,19.5,14,2,39
4154,24,1,12.600000000000001,0,3,26
5237,52,5,21.0,8,1,42
930,43,15,59.7,16,1,120
5508,55,9,13.700000000000001,2,2,27
4219,69,8,7.0,39,1,14
3641,41,16,81.5,19,2,166
177,61,30,81.5,41,3,352
2601,45,6,23.5,1,1,49
965,35,1,11.200000000000001,0,1,21
4285,44,6,42.5,20,2,83
1905,65,21,76.3,49,3,323
5643,41,18,32.9,9,1,66
3806,51,14,18.3,4,2,36
3232,29,6,11.5,6,3,23
3666,54,29,75.2,15,1,150
4426,49,7,31.400000000000002,14,1,62
5541,37,11,36.0,5,4,72
5580,64,43,7.4,6,2,15
2321,58,2,24.400000000000002,9,1,50
3139,38,16,19.900000000000002,14,2,40
5512,42,23,23.700000000000003,1,1,46
3384,43,20,76.80000000000001,9,2,153
3422,43,3,15.8,8,3,33
5706,57,22,24.400000000000002,11,3,48
766,25,4,13.5,1,1,27
5509,23,1,9.4,0,1,19
3995,49,21,34.2,18,4,68
2102,25,6,11.5,0,2,23
4436,49,15,51.5,28,3,102
4133,42,14,39.400000000000006,3,2,79
1458,36,8,39.1,16,4,78
422,53,14,64.7,25,4,220
3272,40,14,43.900000000000006,15,4,86
19,35,16,22.900000000000002,3,3,47
1468,51,3,31.5,11,2,62
4088,52,23,14.700000000000001,8,2,28
1268,43,11,38.5,19,4,77
4146,28,4,16.3,3,5,33
1089,46,20,17.2,6,2,34
5171,32,7,12.8,0,4,27
5574,28,6,25.900000000000002,4,3,51
3200,24,0,10.5,4,2,21
1034,25,4,8.8,1,1,18
4185,53,23,70.9,29,1,145
2387,25,4,6.9,0,1,14
4372,31,4,15.0,4,1,30
3357,21,2,14.8,0,4,29
1639,35,10,29.3,12,1,59
5669,30,0,9.0,0,1,18
1277,63,1,73.1,27,4,1033
68,31,1,20.0,9,1,39
4225,66,41,4.4,25,1,9
5469,41,15,36.7,20,1,74
4288,53,32,16.5,12,4,34
3960,23,1,9.200000000000001,4,2,19
2340,39,10,19.3,3,2,40
3458,39,20,51.7,15,1,105
2496,35,3,21.3,4,2,40
1276,30,10,31.700000000000003,5,3,63
3617,34,4,22.1,14,1,43
2494,39,3,24.200000000000003,5,5,48
2436,60,12,49.0,11,1,99
3515,61,4,16.0,6,4,32
4931,71,11,74.2,37,1,147
636,42,15,14.5,6,4,29
4405,46,17,57.1,13,1,114
4865,23,1,12.100000000000001,4,4,24
2477,24,2,16.0,1,4,33
273,51,12,26.6,18,1,50
5490,26,1,14.0,4,3,28
2468,38,18,43.5,17,3,86
1974,37,7,33.800000000000004,13,2,67
557,31,7,34.5,9,5,68
2530,48,27,21.400000000000002,21,2,45
2047,49,16,54.2,21,2,110
27,39,14,33.0,10,6,67
2597,47,4,49.400000000000006,19,1,102
4693,40,10,92.60000000000001,4,2,186
2373,52,31,20.5,12,2,42
3376,24,4,10.9,4,1,21
4,38,14,38.400000000000006,8,4,76
1961,63,17,22.700000000000003,16,2,46
5545,36,2,22.900000000000002,9,5,43
1713,43,1,32.9,5,5,65
1833,27,4,18.0,4,1,37
4813,26,4,9.4,2,3,19
5406,49,22,29.8,1,1,58
2823,55,21,29.0,15,1,57
3491,36,0,45.900000000000006,0,4,91
871,33,12,30.400000000000002,13,2,63
499,50,17,15.5,1,5,30
1718,65,43,20.900000000000002,10,1,40
3915,43,14,31.700000000000003,23,2,65
1839,44,24,19.5,5,3,39
1957,35,0,21.6,5,1,43
2834,49,27,44.5,31,2,88
3162,46,4,18.1,11,1,36
5248,35,7,75.2,3,1,152
3998,38,19,24.5,18,4,50
534,46,23,64.5,9,2,130
2541,53,16,25.400000000000002,10,2,49
5186,59,35,43.400000000000006,8,2,89
2695,31,11,13.3,0,1,27
2221,47,13,93.4,28,1,187
5226,48,10,12.200000000000001,2,4,24
2605,56,7,81.7,30,1,213
3692,41,4,43.400000000000006,22,4,87
2864,44,9,19.5,12,2,40
2849,23,0,11.8,0,1,24
4461,31,5,15.200000000000001,2,1,29
4418,64,38,27.900000000000002,23,2,57
969,34,3,62.400000000000006,8,1,126
5715,31,12,24.3,3,3,49
4136,44,16,52.400000000000006,20,4,104
4013,23,3,9.5,4,1,20
4293,54,13,32.300000000000004,20,1,65
4899,22,2,13.600000000000001,0,3,27
4497,53,5,39.6,14,1,82
2137,46,26,34.300000000000004,1,2,68
5304,35,0,19.5,9,1,40
5321,31,5,13.9,7,1,28
1179,51,8,86.5,25,2,171
210,37,10,14.700000000000001,5,3,29
3677,41,15,34.5,15,4,69
1666,47,13,28.700000000000003,8,1,57
3852,41,15,23.200000000000003,8,4,46
1759,56,18,13.9,0,4,28
5424,30,3,11.8,3,1,23
2572,41,12,21.900000000000002,5,1,44
2755,43,3,24.6,7,4,52
1030,65,23,5.300000000000001,31,1,11
5172,57,15,76.0,33,2,223
309,39,19,53.900000000000006,19,2,106
3887,41,2,12.9,5,1,25
1777,26,4,17.6,1,1,35
1389,39,1,13.100000000000001,8,2,26
1056,47,28,32.0,19,4,63
1103,54,30,47.5,20,2,95
2598,31,3,13.9,12,3,29
669,35,9,8.5,2,4,17
2563,43,6,16.2,9,2,31
4103,45,26,18.400000000000002,5,2,36
3584,30,11,28.8,14,4,58
4944,66,47,7.4,28,2,15
4055,38,13,14.700000000000001,8,1,30
2878,29,8,22.700000000000003,7,1,45
2363,39,7,15.100000000000001,10,2,29
5262,28,7,19.3,8,4,41
5401,45,25,32.2,15,2,65
4082,29,0,16.7,6,2,33
618,46,11,44.800000000000004,30,4,87
877,26,1,12.8,3,4,25
4272,46,0,24.400000000000002,14,6,51
5187,66,8,11.5,41,1,23
3523,55,15,29.6,12,3,59
3611,26,5,11.0,0,3,22
5017,30,6,32.800000000000004,4,3,65
234,38,15,13.600000000000001,6,3,28
910,56,37,84.0,32,1,167
2274,49,11,16.6,17,2,34
3789,25,3,7.6000000000000005,2,5,15
3768,47,12,36.5,17,4,75
3010,50,19,16.3,3,1,33
1801,73,48,22.6,6,1,45
4393,58,31,16.5,0,2,33
1686,48,26,60.900000000000006,23,1,121
5404,58,27,76.0,35,1,241
3432,55,18,16.6,2,7,33
4936,33,7,15.3,9,1,31
4688,35,2,53.0,10,4,106
3748,45,23,22.6,10,2,45
3910,40,12,9.8,1,2,20
3256,19,0,8.3,3,3,17
530,57,30,82.8,39,3,544
3722,50,6,21.700000000000003,19,2,45
5326,38,6,17.5,0,5,35
1943,40,3,13.9,7,1,28
2264,42,22,39.300000000000004,12,2,79
1977,48,1,40.300000000000004,23,2,80
5070,63,15,9.600000000000001,14,2,19
2181,45,21,15.700000000000001,10,1,31
5369,41,11,44.7,16,2,92
876,52,0,32.1,22,4,67
824,38,7,25.0,2,6,53
959,41,9,28.900000000000002,5,4,57
4235,40,2,9.0,4,2,18
4027,41,15,7.9,0,1,16
4651,39,9,11.100000000000001,10,4,22
368,49,22,90.4,26,3,181
3573,42,4,70.60000000000001,10,2,139
996,48,0,51.0,17,1,103
2182,33,13,21.200000000000003,2,2,45
4403,48,27,24.400000000000002,16,1,50
59,41,1,33.5,8,1,65
1522,64,7,85.4,30,1,172
491,61,8,93.0,29,1,183
4572,29,8,11.700000000000001,2,3,23
4231,28,4,9.600000000000001,7,3,20
5500,36,0,21.900000000000002,3,2,44
5372,40,14,78.5,17,2,394
2532,45,24,15.4,0,2,30
3415,61,31,31.900000000000002,23,1,65
5572,31,4,16.3,5,1,32
4836,38,1,41.5,21,1,85
1779,35,8,18.1,7,3,37
2815,40,20,24.400000000000002,11,4,50
4342,25,4,7.300000000000001,0,2,15
4376,63,3,46.2,25,1,90
4462,45,25,79.7,15,6,236
5263,31,2,24.0,4,1,49
1383,35,11,9.5,1,5,19
5614,53,5,30.900000000000002,18,2,61
5662,39,20,73.6,15,2,238
4580,36,15,48.800000000000004,18,4,98
3076,57,16,85.10000000000001,38,1,172
4723,41,7,8.9,5,4,18
2361,38,14,28.0,14,2,56
2567,63,12,72.2,39,1,143
5428,48,26,49.1,22,1,98
5007,33,12,30.1,1,6,59
3450,32,10,12.700000000000001,6,4,25
516,59,5,10.9,7,1,23
5608,35,6,17.5,4,1,35
5230,65,26,4.9,14,2,10
5214,65,34,7.4,5,4,15
122,47,18,15.700000000000001,8,1,32
3843,54,30,55.2,23,2,110
3204,22,1,11.3,0,2,23
5135,68,45,5.1000000000000005,1,1,10
5005,46,14,12.200000000000001,1,2,25
4728,40,7,9.0,5,2,18
4034,57,27,17.1,16,1,34
354,29,0,14.700000000000001,5,2,29
5468,38,6,79.10000000000001,10,6,158
2918,42,2,15.8,1,1,32
2217,56,4,53.5,8,1,106
839,54,24,10.3,6,2,21
54,40,4,35.1,6,3,71
2304,38,12,15.3,0,1,31
425,50,27,47.300000000000004,11,1,96
4445,25,5,13.600000000000001,0,3,27
1854,24,0,17.0,0,3,34
2293,35,7,19.3,13,1,39
5602,34,14,15.8,9,5,31
1988,47,26,20.400000000000002,9,3,42
4562,50,2,72.10000000000001,19,1,143
3728,47,12,22.8,11,2,45
3831,31,11,27.0,10,2,54
3524,33,0,20.1,3,2,40
1845,35,2,24.6,0,1,51
3536,60,17,13.3,1,2,26
977,25,2,8.0,0,1,16
5473,60,30,80.2,27,2,163
5577,46,6,22.8,15,1,46
396,57,8,25.6,3,2,51
1520,49,8,17.5,8,2,36
3289,42,3,64.10000000000001,24,3,127
1917,57,31,12.4,6,2,25
938,45,4,14.9,7,1,30
1000,56,18,84.10000000000001,23,1,171
3986,29,7,18.3,11,5,36
3712,45,5,44.900000000000006,20,1,89
4724,23,0,9.4,3,1,19
670,51,25,68.0,8,1,134
3599,48,2,82.7,27,3,249
1942,36,6,10.0,0,1,20
1192,36,16,12.600000000000001,5,1,26
4264,42,12,14.5,8,4,30
5551,33,8,13.8,10,1,27
2253,70,27,9.5,0,2,20
3095,43,23,21.900000000000002,7,1,46
676,60,38,40.300000000000004,28,2,82
2594,35,4,25.6,4,3,52
693,25,4,25.3,0,5,50
1551,36,16,21.6,14,1,44
2977,52,25,50.300000000000004,13,1,103
5415,28,4,12.0,8,1,24
533,30,7,7.5,2,4,15
5471,30,1,34.0,2,1,69
2587,37,4,28.6,14,5,57
3844,36,13,39.400000000000006,10,4,78
4307,41,11,39.6,8,2,79
2370,20,0,6.0,0,3,12
288,40,1,19.900000000000002,20,1,40
14,51,15,29.900000000000002,12,4,58
3006,54,29,66.0,31,3,469
4202,38,9,31.400000000000002,8,5,62
5335,52,24,78.5,32,5,237
3135,34,1,16.0,3,4,31
719,51,11,96.80000000000001,26,3,191
4732,39,13,50.6,14,2,102
2568,58,10,74.1,35,2,379
373,46,6,84.5,26,3,167
3620,49,2,53.2,22,5,107
5011,50,22,22.5,12,1,44
3791,54,15,70.7,36,3,354
4536,51,30,23.6,8,1,47
3341,53,13,49.800000000000004,16,5,101
505,37,14,18.6,13,1,36
5257,61,16,31.5,19,1,62
1599,26,5,29.700000000000003,0,1,59
2602,36,12,60.900000000000006,14,5,124
3992,41,16,21.5,21,1,42
4621,54,31,80.9,27,4,367
2400,28,7,10.0,8,6,22
4953,28,2,27.1,6,1,55
1923,36,7,49.400000000000006,10,2,97
1998,35,2,17.8,3,4,36
5690,56,31,4.5,2,2,9
3041,59,27,17.2,3,1,35
4292,28,1,46.300000000000004,1,5,91
1514,62,24,95.0,32,5,191
4101,50,16,72.9,26,1,222
1118,38,12,36.6,11,2,73
4051,35,2,11.5,2,2,23
2289,72,15,14.8,10,2,30
4738,38,2,33.0,12,2,65
5575,46,16,23.5,21,1,46
235,39,18,25.700000000000003,10,4,53
1756,53,2,15.3,7,2,31
4475,25,5,10.3,3,2,21
2544,58,7,5.0,32,1,10
2037,29,1,35.800000000000004,3,3,74
2595,30,2,26.8,1,1,51
4874,47,20,72.4,22,4,324
700,56,21,81.30000000000001,31,2,162
416,36,5,86.9,5,1,175
1990,34,5,24.700000000000003,12,1,49
1819,43,20,9.1,2,3,18
889,53,30,60.7,31,3,119
2991,35,16,24.200000000000003,10,4,48
3399,46,12,84.4,26,1,167
2231,46,14,27.1,16,4,53
4182,48,22,18.7,2,2,37
4392,31,5,9.1,0,2,18
5514,25,5,33.800000000000004,2,3,68
5042,42,4,13.9,11,4,28
3294,45,16,19.6,9,3,39
3360,40,10,32.0,3,2,64
899,45,2,31.200000000000003,16,1,62
1119,53,2,21.1,7,3,43
2165,37,6,45.7,5,4,93
2751,46,17,45.7,7,2,90
1526,49,5,17.7,12,1,35
4835,49,10,78.6,24,5,262
2380,29,5,12.9,1,3,26
1184,52,20,29.900000000000002,22,1,59
4460,53,11,14.8,7,1,30
4626,22,3,9.1,0,6,18
1249,20,0,13.9,2,3,29
1493,35,14,13.700000000000001,10,6,27
4587,28,2,15.3,2,1,30
2929,34,4,8.5,0,1,17
4022,59,36,22.700000000000003,15,1,46
5006,26,6,8.4,5,4,17
2320,37,7,19.6,11,4,40
5632,49,4,45.0,9,1,89
1391,56,3,55.5,19,1,112
5,55,33,69.7,25,2,249
2874,45,17,20.3,10,2,40
5157,30,6,28.3,6,1,57
2614,21,0,12.9,0,3,26
4041,43,13,20.900000000000002,1,3,40
2368,48,26,78.10000000000001,18,1,160
2551,50,13,70.3,23,1,344
4533,32,9,18.6,2,1,37
2745,40,16,30.5,17,1,61
1693,25,3,20.700000000000003,0,4,41
1140,61,2,12.700000000000001,15,1,25
872,41,12,26.700000000000003,13,1,54
4568,65,27,6.5,35,2,13
1469,42,19,29.3,10,1,59
